id,cve_id,description,published_at,part,last_modified_at,updated_at,cvss_version,cvss_exploitability_score,cvss_impact_score,cvss_vector_string,cvss_attack_vector,cvss_attack_complexity,cvss_privileges_required,cvss_user_interaction,cvss_scope,cvss_confidentiality_impact,cvss_integrity_impact,cvss_availability_impact,cvss_base_score,cvss_base_severity,has_cwe,project,source,release,release_requirements,inherited_from,technical_lag,applicability,cwe_id,kind,name,abstraction,structure,status,summary,background_details,likelihood_of_exploit,detection_methods,consequences,cves,start_to_patched,start_to_published,published_to_patched,patched_date,version_end,exclude_version_end
8266,CVE-2023-25660,"TensorFlow is an open source platform for machine learning. Prior to versions 2.12.0 and 2.11.1, when the parameter `summarize` of `tf.raw_ops.Print` is zero, the new method `SummarizeArray<bool>` will reference to a nullptr, leading to a seg fault. A fix is included in TensorFlow version 2.12 and version 2.11.1.
",2023-03-25 00:15:00,,2023-11-07 04:09:00,2024-03-19 14:55:36.875505,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[0.11.0,2.12.0)",CWE-476,weakness,NULL Pointer Dereference,Base,Simple,Stable,,,Medium,Automated Dynamic Analysis (DM-2); Automated Static Analysis (DM-14); Manual Dynamic Analysis (DM-12),"DoS: Crash, Exit, or Restart (A.); Execute Unauthorized Code or Commands-Read Memory-Modify Memory (C.I.A.)","['CVE-2018-7576', 'CVE-2019-9635', 'CVE-2020-15190', 'CVE-2020-15204', 'CVE-2020-15209', 'CVE-2021-29513', 'CVE-2021-29515', 'CVE-2021-29516', 'CVE-2021-29518', 'CVE-2021-29530', 'CVE-2021-29541', 'CVE-2021-29564', 'CVE-2021-29565', 'CVE-2021-29568', 'CVE-2021-29572', 'CVE-2021-29574', 'CVE-2021-29583', 'CVE-2021-29592', 'CVE-2021-29609', 'CVE-2021-29616', 'CVE-2021-37637', 'CVE-2021-37638', 'CVE-2021-37639', 'CVE-2021-37643', 'CVE-2021-37647', 'CVE-2021-37648', 'CVE-2021-37649', 'CVE-2021-37659', 'CVE-2021-37681', 'CVE-2021-37688', 'CVE-2021-37689', 'CVE-2021-41208', 'CVE-2021-41215', 'CVE-2021-41217', 'CVE-2022-21736', 'CVE-2022-21739', 'CVE-2022-23570', 'CVE-2022-23577', 'CVE-2022-23589', 'CVE-2022-23595', 'CVE-2022-29205', 'CVE-2022-29206', 'CVE-2022-35965', 'CVE-2022-36000', 'CVE-2022-36011', 'CVE-2022-36013', 'CVE-2022-36014', 'CVE-2022-41889', 'CVE-2022-41909', 'CVE-2023-25660', 'CVE-2023-25663', 'CVE-2023-25665', 'CVE-2023-25670', 'CVE-2023-25672', 'CVE-2023-25674', 'CVE-2023-25676']",2314.0,2316,-3.0,2023-03-22 21:45:56,2.12.0,True
8267,CVE-2023-25661,TensorFlow is an Open Source Machine Learning Framework. In versions prior to 2.11.1 a malicious invalid input crashes a tensorflow model (Check Failed) and can be used to trigger a denial of service attack. A proof of concept can be constructed with the `Convolution3DTranspose` function. This Convolution3DTranspose layer is a very common API in modern neural networks. The ML models containing such vulnerable components could be deployed in ML applications or as cloud services. This failure could be potentially used to trigger a denial of service attack on ML cloud services. An attacker must have privilege to provide input to a `Convolution3DTranspose` call. This issue has been patched and users are advised to upgrade to version 2.11.1. There are no known workarounds for this vulnerability.,2023-03-27 20:15:00,,2023-04-03 16:19:00,2024-03-19 14:55:36.891644,3.1,2.8,3.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,6.5,MEDIUM,False,tensorflow,Direct,tensorflow,,,False,"[0.11.0,2.11.1)",,,,,,,,,,,,,2312.0,2319,-8.0,2023-03-20 19:27:06,2.11.1,True
8268,CVE-2023-25662,"TensorFlow is an open source platform for machine learning. Versions prior to 2.12.0 and 2.11.1 are vulnerable to integer overflow in EditDistance. A fix is included in TensorFlow version 2.12.0 and version 2.11.1.
",2023-03-25 00:15:00,,2023-11-07 04:09:00,2024-03-19 14:55:36.906991,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[0.11.0,2.12.0)",CWE-190,weakness,Integer Overflow or Wraparound,Base,Simple,Stable,,,Medium,Automated Static Analysis (DM-1); Black Box (DM-2); Manual Analysis (DM-7),"DoS: Crash, Exit, or Restart-DoS: Resource Consumption (CPU)-DoS: Resource Consumption (Memory)-DoS: Instability (A.); Execute Unauthorized Code or Commands-Bypass Protection Mechanism (C.A.); Modify Memory (I.)","['CVE-2018-7575', 'CVE-2021-29523', 'CVE-2021-29584', 'CVE-2021-29601', 'CVE-2021-29605', 'CVE-2021-41195', 'CVE-2021-41197', 'CVE-2021-41198', 'CVE-2021-41199', 'CVE-2021-41203', 'CVE-2022-21727', 'CVE-2022-21729', 'CVE-2022-21733', 'CVE-2022-21738', 'CVE-2022-23558', 'CVE-2022-23559', 'CVE-2022-23562', 'CVE-2022-23567', 'CVE-2022-23568', 'CVE-2022-23575', 'CVE-2022-23576', 'CVE-2022-23587', 'CVE-2022-29203', 'CVE-2022-35940', 'CVE-2022-36015', 'CVE-2023-25662', 'CVE-2023-25667']",2314.0,2316,-3.0,2023-03-22 21:45:56,2.12.0,True
8269,CVE-2023-25663,"TensorFlow is an open source platform for machine learning. Prior to versions 2.12.0 and 2.11.1, when `ctx->step_containter()` is a null ptr, the Lookup function will be executed with a null pointer. A fix is included in TensorFlow 2.12.0 and 2.11.1.",2023-03-25 00:15:00,,2023-03-30 17:42:00,2024-03-19 14:55:36.922880,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[0.11.0,2.12.0)",CWE-476,weakness,NULL Pointer Dereference,Base,Simple,Stable,,,Medium,Automated Dynamic Analysis (DM-2); Automated Static Analysis (DM-14); Manual Dynamic Analysis (DM-12),"DoS: Crash, Exit, or Restart (A.); Execute Unauthorized Code or Commands-Read Memory-Modify Memory (C.I.A.)","['CVE-2018-7576', 'CVE-2019-9635', 'CVE-2020-15190', 'CVE-2020-15204', 'CVE-2020-15209', 'CVE-2021-29513', 'CVE-2021-29515', 'CVE-2021-29516', 'CVE-2021-29518', 'CVE-2021-29530', 'CVE-2021-29541', 'CVE-2021-29564', 'CVE-2021-29565', 'CVE-2021-29568', 'CVE-2021-29572', 'CVE-2021-29574', 'CVE-2021-29583', 'CVE-2021-29592', 'CVE-2021-29609', 'CVE-2021-29616', 'CVE-2021-37637', 'CVE-2021-37638', 'CVE-2021-37639', 'CVE-2021-37643', 'CVE-2021-37647', 'CVE-2021-37648', 'CVE-2021-37649', 'CVE-2021-37659', 'CVE-2021-37681', 'CVE-2021-37688', 'CVE-2021-37689', 'CVE-2021-41208', 'CVE-2021-41215', 'CVE-2021-41217', 'CVE-2022-21736', 'CVE-2022-21739', 'CVE-2022-23570', 'CVE-2022-23577', 'CVE-2022-23589', 'CVE-2022-23595', 'CVE-2022-29205', 'CVE-2022-29206', 'CVE-2022-35965', 'CVE-2022-36000', 'CVE-2022-36011', 'CVE-2022-36013', 'CVE-2022-36014', 'CVE-2022-41889', 'CVE-2022-41909', 'CVE-2023-25660', 'CVE-2023-25663', 'CVE-2023-25665', 'CVE-2023-25670', 'CVE-2023-25672', 'CVE-2023-25674', 'CVE-2023-25676']",2314.0,2316,-3.0,2023-03-22 21:45:56,2.12.0,True
8270,CVE-2023-25664,"TensorFlow is an open source platform for machine learning. Prior to versions 2.12.0 and 2.11.1, there is a heap buffer overflow in TAvgPoolGrad. A fix is included in TensorFlow 2.12.0 and 2.11.1.
",2023-03-25 00:15:00,,2023-11-07 04:09:00,2024-03-19 14:55:36.940337,3.1,3.9,5.9,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,9.8,CRITICAL,True,tensorflow,Direct,tensorflow,,,False,"[0.11.0,2.12.0)",CWE-120,weakness,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),Base,Simple,Incomplete,,,High,Automated Dynamic Analysis (DM-2); Automated Static Analysis (DM-1); Manual Analysis (DM-9),"Modify Memory-DoS: Crash, Exit, or Restart-DoS: Resource Consumption (CPU) (A.); Modify Memory-Execute Unauthorized Code or Commands (C.I.A.)","['CVE-2022-41894', 'CVE-2023-25664']",2314.0,2316,-3.0,2023-03-22 21:45:56,2.12.0,True
8270,CVE-2023-25664,"TensorFlow is an open source platform for machine learning. Prior to versions 2.12.0 and 2.11.1, there is a heap buffer overflow in TAvgPoolGrad. A fix is included in TensorFlow 2.12.0 and 2.11.1.
",2023-03-25 00:15:00,,2023-11-07 04:09:00,2024-03-19 14:55:36.940337,3.1,3.9,5.9,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,9.8,CRITICAL,True,tensorflow,Direct,tensorflow,,,False,"[0.11.0,2.12.0)",CWE-122,weakness,Heap-based Buffer Overflow,Variant,Simple,Draft,,,High,Fuzzing (DM-13),"DoS: Crash, Exit, or Restart-DoS: Resource Consumption (CPU)-DoS: Resource Consumption (Memory) (A.); Execute Unauthorized Code or Commands-Bypass Protection Mechanism-Modify Memory (C.I.A.); Execute Unauthorized Code or Commands-Bypass Protection Mechanism-Other (C.I.A.)","['CVE-2023-25664', 'CVE-2023-25668']",2314.0,2316,-3.0,2023-03-22 21:45:56,2.12.0,True
8271,CVE-2023-25665,"TensorFlow is an open source platform for machine learning. Prior to versions 2.12.0 and 2.11.1, when `SparseSparseMaximum` is given invalid sparse tensors as inputs, it can give a null pointer error. A fix is included in TensorFlow version 2.12 and version 2.11.1.",2023-03-25 00:15:00,,2023-03-31 14:20:00,2024-03-19 14:55:36.957786,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[0.11.0,2.12.0)",CWE-476,weakness,NULL Pointer Dereference,Base,Simple,Stable,,,Medium,Automated Dynamic Analysis (DM-2); Automated Static Analysis (DM-14); Manual Dynamic Analysis (DM-12),"DoS: Crash, Exit, or Restart (A.); Execute Unauthorized Code or Commands-Read Memory-Modify Memory (C.I.A.)","['CVE-2018-7576', 'CVE-2019-9635', 'CVE-2020-15190', 'CVE-2020-15204', 'CVE-2020-15209', 'CVE-2021-29513', 'CVE-2021-29515', 'CVE-2021-29516', 'CVE-2021-29518', 'CVE-2021-29530', 'CVE-2021-29541', 'CVE-2021-29564', 'CVE-2021-29565', 'CVE-2021-29568', 'CVE-2021-29572', 'CVE-2021-29574', 'CVE-2021-29583', 'CVE-2021-29592', 'CVE-2021-29609', 'CVE-2021-29616', 'CVE-2021-37637', 'CVE-2021-37638', 'CVE-2021-37639', 'CVE-2021-37643', 'CVE-2021-37647', 'CVE-2021-37648', 'CVE-2021-37649', 'CVE-2021-37659', 'CVE-2021-37681', 'CVE-2021-37688', 'CVE-2021-37689', 'CVE-2021-41208', 'CVE-2021-41215', 'CVE-2021-41217', 'CVE-2022-21736', 'CVE-2022-21739', 'CVE-2022-23570', 'CVE-2022-23577', 'CVE-2022-23589', 'CVE-2022-23595', 'CVE-2022-29205', 'CVE-2022-29206', 'CVE-2022-35965', 'CVE-2022-36000', 'CVE-2022-36011', 'CVE-2022-36013', 'CVE-2022-36014', 'CVE-2022-41889', 'CVE-2022-41909', 'CVE-2023-25660', 'CVE-2023-25663', 'CVE-2023-25665', 'CVE-2023-25670', 'CVE-2023-25672', 'CVE-2023-25674', 'CVE-2023-25676']",2314.0,2316,-3.0,2023-03-22 21:45:56,2.12.0,True
8272,CVE-2023-25666,"TensorFlow is an open source platform for machine learning. Prior to versions 2.12.0 and 2.11.1, there is a floating point exception in AudioSpectrogram. A fix is included in TensorFlow version 2.12.0 and version 2.11.1.",2023-03-25 00:15:00,,2023-03-31 14:19:00,2024-03-19 14:55:36.975033,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[0.11.0,2.12.0)",CWE-697,weakness,Incorrect Comparison,Pillar,Simple,Incomplete,,,,,Varies by Context (.),"['CVE-2023-25666', 'CVE-2023-25669', 'CVE-2023-25673', 'CVE-2023-25675', 'CVE-2023-27579']",2314.0,2316,-3.0,2023-03-22 21:45:56,2.12.0,True
8273,CVE-2023-25667,"TensorFlow is an open source platform for machine learning. Prior to versions 2.12.0 and 2.11.1, integer overflow occurs when `2^31 <= num_frames * height * width * channels < 2^32`, for example Full HD screencast of at least 346 frames. A fix is included in TensorFlow version 2.12.0 and version 2.11.1.
",2023-03-25 00:15:00,,2023-11-07 04:09:00,2024-03-19 14:55:36.992230,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[0.11.0,2.12.0)",CWE-190,weakness,Integer Overflow or Wraparound,Base,Simple,Stable,,,Medium,Automated Static Analysis (DM-1); Black Box (DM-2); Manual Analysis (DM-7),"DoS: Crash, Exit, or Restart-DoS: Resource Consumption (CPU)-DoS: Resource Consumption (Memory)-DoS: Instability (A.); Execute Unauthorized Code or Commands-Bypass Protection Mechanism (C.A.); Modify Memory (I.)","['CVE-2018-7575', 'CVE-2021-29523', 'CVE-2021-29584', 'CVE-2021-29601', 'CVE-2021-29605', 'CVE-2021-41195', 'CVE-2021-41197', 'CVE-2021-41198', 'CVE-2021-41199', 'CVE-2021-41203', 'CVE-2022-21727', 'CVE-2022-21729', 'CVE-2022-21733', 'CVE-2022-21738', 'CVE-2022-23558', 'CVE-2022-23559', 'CVE-2022-23562', 'CVE-2022-23567', 'CVE-2022-23568', 'CVE-2022-23575', 'CVE-2022-23576', 'CVE-2022-23587', 'CVE-2022-29203', 'CVE-2022-35940', 'CVE-2022-36015', 'CVE-2023-25662', 'CVE-2023-25667']",2314.0,2316,-3.0,2023-03-22 21:45:56,2.12.0,True
8274,CVE-2023-25668,"TensorFlow is an open source platform for machine learning. Attackers using Tensorflow prior to 2.12.0 or 2.11.1 can access heap memory which is not in the control of user, leading to a crash or remote code execution. The fix will be included in TensorFlow version 2.12.0 and will also cherrypick this commit on TensorFlow version 2.11.1.",2023-03-25 00:15:00,,2023-03-31 14:20:00,2024-03-19 14:55:37.009981,3.1,3.9,5.9,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,9.8,CRITICAL,True,tensorflow,Direct,tensorflow,,,False,"[0.11.0,2.12.0)",CWE-122,weakness,Heap-based Buffer Overflow,Variant,Simple,Draft,,,High,Fuzzing (DM-13),"DoS: Crash, Exit, or Restart-DoS: Resource Consumption (CPU)-DoS: Resource Consumption (Memory) (A.); Execute Unauthorized Code or Commands-Bypass Protection Mechanism-Modify Memory (C.I.A.); Execute Unauthorized Code or Commands-Bypass Protection Mechanism-Other (C.I.A.)","['CVE-2023-25664', 'CVE-2023-25668']",2314.0,2316,-3.0,2023-03-22 21:45:56,2.12.0,True
8274,CVE-2023-25668,"TensorFlow is an open source platform for machine learning. Attackers using Tensorflow prior to 2.12.0 or 2.11.1 can access heap memory which is not in the control of user, leading to a crash or remote code execution. The fix will be included in TensorFlow version 2.12.0 and will also cherrypick this commit on TensorFlow version 2.11.1.",2023-03-25 00:15:00,,2023-03-31 14:20:00,2024-03-19 14:55:37.009981,3.1,3.9,5.9,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,9.8,CRITICAL,True,tensorflow,Direct,tensorflow,,,False,"[0.11.0,2.12.0)",CWE-125,weakness,Out-of-bounds Read,Base,Simple,Draft,,,,Automated Static Analysis (DM-14); Fuzzing (DM-13),Bypass Protection Mechanism (C.); Read Memory (C.),"['CVE-2018-21233', 'CVE-2020-15196', 'CVE-2020-15208', 'CVE-2020-15211', 'CVE-2020-15265', 'CVE-2020-26267', 'CVE-2020-26269', 'CVE-2020-26271', 'CVE-2021-29532', 'CVE-2021-29547', 'CVE-2021-29551', 'CVE-2021-29553', 'CVE-2021-29559', 'CVE-2021-29569', 'CVE-2021-29570', 'CVE-2021-29582', 'CVE-2021-29583', 'CVE-2021-29590', 'CVE-2021-29606', 'CVE-2021-29613', 'CVE-2021-37635', 'CVE-2021-37639', 'CVE-2021-37641', 'CVE-2021-37654', 'CVE-2021-37655', 'CVE-2021-37659', 'CVE-2021-37664', 'CVE-2021-37670', 'CVE-2021-37672', 'CVE-2021-37685', 'CVE-2021-37687', 'CVE-2021-41205', 'CVE-2021-41210', 'CVE-2021-41211', 'CVE-2021-41212', 'CVE-2021-41219', 'CVE-2021-41223', 'CVE-2021-41224', 'CVE-2021-41226', 'CVE-2021-41227', 'CVE-2022-21726', 'CVE-2022-21728', 'CVE-2022-21730', 'CVE-2022-23560', 'CVE-2022-23574', 'CVE-2022-23592', 'CVE-2022-23594', 'CVE-2022-35937', 'CVE-2022-35938', 'CVE-2022-41880', 'CVE-2022-41883', 'CVE-2022-41895', 'CVE-2022-41897', 'CVE-2022-41900', 'CVE-2022-41902', 'CVE-2022-41910', 'CVE-2023-25658', 'CVE-2023-25659', 'CVE-2023-25668']",2314.0,2316,-3.0,2023-03-22 21:45:56,2.12.0,True
8275,CVE-2023-25669,"TensorFlow is an open source platform for machine learning. Prior to versions 2.12.0 and 2.11.1, if the stride and window size are not positive for `tf.raw_ops.AvgPoolGrad`, it can give a floating point exception. A fix is included in TensorFlow version 2.12.0 and version 2.11.1.
",2023-03-25 00:15:00,,2023-11-07 04:09:00,2024-03-19 14:55:37.028844,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[0.11.0,2.12.0)",CWE-697,weakness,Incorrect Comparison,Pillar,Simple,Incomplete,,,,,Varies by Context (.),"['CVE-2023-25666', 'CVE-2023-25669', 'CVE-2023-25673', 'CVE-2023-25675', 'CVE-2023-27579']",2314.0,2316,-3.0,2023-03-22 21:45:56,2.12.0,True
8277,CVE-2023-25670,"TensorFlow is an open source platform for machine learning. Versions prior to 2.12.0 and 2.11.1 have a null point error in QuantizedMatMulWithBiasAndDequantize with MKL enabled. A fix is included in TensorFlow version 2.12.0 and version 2.11.1.
",2023-03-25 00:15:00,,2023-11-07 04:09:00,2024-03-19 14:55:37.068417,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[0.11.0,2.12.0)",CWE-476,weakness,NULL Pointer Dereference,Base,Simple,Stable,,,Medium,Automated Dynamic Analysis (DM-2); Automated Static Analysis (DM-14); Manual Dynamic Analysis (DM-12),"DoS: Crash, Exit, or Restart (A.); Execute Unauthorized Code or Commands-Read Memory-Modify Memory (C.I.A.)","['CVE-2018-7576', 'CVE-2019-9635', 'CVE-2020-15190', 'CVE-2020-15204', 'CVE-2020-15209', 'CVE-2021-29513', 'CVE-2021-29515', 'CVE-2021-29516', 'CVE-2021-29518', 'CVE-2021-29530', 'CVE-2021-29541', 'CVE-2021-29564', 'CVE-2021-29565', 'CVE-2021-29568', 'CVE-2021-29572', 'CVE-2021-29574', 'CVE-2021-29583', 'CVE-2021-29592', 'CVE-2021-29609', 'CVE-2021-29616', 'CVE-2021-37637', 'CVE-2021-37638', 'CVE-2021-37639', 'CVE-2021-37643', 'CVE-2021-37647', 'CVE-2021-37648', 'CVE-2021-37649', 'CVE-2021-37659', 'CVE-2021-37681', 'CVE-2021-37688', 'CVE-2021-37689', 'CVE-2021-41208', 'CVE-2021-41215', 'CVE-2021-41217', 'CVE-2022-21736', 'CVE-2022-21739', 'CVE-2022-23570', 'CVE-2022-23577', 'CVE-2022-23589', 'CVE-2022-23595', 'CVE-2022-29205', 'CVE-2022-29206', 'CVE-2022-35965', 'CVE-2022-36000', 'CVE-2022-36011', 'CVE-2022-36013', 'CVE-2022-36014', 'CVE-2022-41889', 'CVE-2022-41909', 'CVE-2023-25660', 'CVE-2023-25663', 'CVE-2023-25665', 'CVE-2023-25670', 'CVE-2023-25672', 'CVE-2023-25674', 'CVE-2023-25676']",2314.0,2316,-3.0,2023-03-22 21:45:56,2.12.0,True
8278,CVE-2023-25671,"TensorFlow is an open source platform for machine learning. There is out-of-bounds access due to mismatched integer type sizes. A fix is included in TensorFlow version 2.12.0 and version 2.11.1.
",2023-03-25 00:15:00,,2023-11-07 04:09:00,2024-03-19 14:55:37.086313,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[0.11.0,2.12.0)",CWE-787,weakness,Out-of-bounds Write,Base,Simple,Draft,,,High,Automated Dynamic Analysis (DM-2); Automated Static Analysis (DM-1),"Modify Memory-DoS: Crash, Exit, or Restart-Execute Unauthorized Code or Commands (I.A.)","['CVE-2020-15195', 'CVE-2020-15200', 'CVE-2020-15201', 'CVE-2020-15205', 'CVE-2020-15207', 'CVE-2020-15208', 'CVE-2020-15210', 'CVE-2020-15211', 'CVE-2020-15212', 'CVE-2020-15214', 'CVE-2021-29512', 'CVE-2021-29514', 'CVE-2021-29520', 'CVE-2021-29535', 'CVE-2021-29536', 'CVE-2021-29537', 'CVE-2021-29540', 'CVE-2021-29542', 'CVE-2021-29558', 'CVE-2021-29560', 'CVE-2021-29566', 'CVE-2021-29571', 'CVE-2021-29575', 'CVE-2021-29576', 'CVE-2021-29577', 'CVE-2021-29578', 'CVE-2021-29579', 'CVE-2021-29603', 'CVE-2021-29609', 'CVE-2021-29610', 'CVE-2021-29612', 'CVE-2021-29614', 'CVE-2021-37650', 'CVE-2021-37651', 'CVE-2021-41216', 'CVE-2021-41221', 'CVE-2022-21740', 'CVE-2022-23560', 'CVE-2022-23561', 'CVE-2022-23566', 'CVE-2022-23574', 'CVE-2022-23594', 'CVE-2022-29208', 'CVE-2022-29210', 'CVE-2022-35939', 'CVE-2022-41900', 'CVE-2023-25671']",2314.0,2316,-3.0,2023-03-22 21:45:56,2.12.0,True
8279,CVE-2023-25672,"TensorFlow is an open source platform for machine learning. The function `tf.raw_ops.LookupTableImportV2` cannot handle scalars in the `values` parameter and gives an NPE. A fix is included in TensorFlow version 2.12.0 and version 2.11.1.
",2023-03-25 00:15:00,,2023-11-07 04:09:00,2024-03-19 14:55:37.103142,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[0.11.0,2.12.0)",CWE-476,weakness,NULL Pointer Dereference,Base,Simple,Stable,,,Medium,Automated Dynamic Analysis (DM-2); Automated Static Analysis (DM-14); Manual Dynamic Analysis (DM-12),"DoS: Crash, Exit, or Restart (A.); Execute Unauthorized Code or Commands-Read Memory-Modify Memory (C.I.A.)","['CVE-2018-7576', 'CVE-2019-9635', 'CVE-2020-15190', 'CVE-2020-15204', 'CVE-2020-15209', 'CVE-2021-29513', 'CVE-2021-29515', 'CVE-2021-29516', 'CVE-2021-29518', 'CVE-2021-29530', 'CVE-2021-29541', 'CVE-2021-29564', 'CVE-2021-29565', 'CVE-2021-29568', 'CVE-2021-29572', 'CVE-2021-29574', 'CVE-2021-29583', 'CVE-2021-29592', 'CVE-2021-29609', 'CVE-2021-29616', 'CVE-2021-37637', 'CVE-2021-37638', 'CVE-2021-37639', 'CVE-2021-37643', 'CVE-2021-37647', 'CVE-2021-37648', 'CVE-2021-37649', 'CVE-2021-37659', 'CVE-2021-37681', 'CVE-2021-37688', 'CVE-2021-37689', 'CVE-2021-41208', 'CVE-2021-41215', 'CVE-2021-41217', 'CVE-2022-21736', 'CVE-2022-21739', 'CVE-2022-23570', 'CVE-2022-23577', 'CVE-2022-23589', 'CVE-2022-23595', 'CVE-2022-29205', 'CVE-2022-29206', 'CVE-2022-35965', 'CVE-2022-36000', 'CVE-2022-36011', 'CVE-2022-36013', 'CVE-2022-36014', 'CVE-2022-41889', 'CVE-2022-41909', 'CVE-2023-25660', 'CVE-2023-25663', 'CVE-2023-25665', 'CVE-2023-25670', 'CVE-2023-25672', 'CVE-2023-25674', 'CVE-2023-25676']",2314.0,2316,-3.0,2023-03-22 21:45:56,2.12.0,True
8280,CVE-2023-25673,"TensorFlow is an open source platform for machine learning. Versions prior to 2.12.0 and 2.11.1 have a Floating Point Exception in TensorListSplit with XLA. A fix is included in TensorFlow version 2.12.0 and version 2.11.1.
",2023-03-25 00:15:00,,2023-11-07 04:09:00,2024-03-19 14:55:37.121847,3.1,3.9,3.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,7.5,HIGH,True,tensorflow,Direct,tensorflow,,,False,"[0.11.0,2.12.0)",CWE-697,weakness,Incorrect Comparison,Pillar,Simple,Incomplete,,,,,Varies by Context (.),"['CVE-2023-25666', 'CVE-2023-25669', 'CVE-2023-25673', 'CVE-2023-25675', 'CVE-2023-27579']",2314.0,2316,-3.0,2023-03-22 21:45:56,2.12.0,True
